timestamp,accel,accelX,accelY,accelZ,gyro,gyroX,gyroY,gyroZ,magno,magnoX,magnoY,magnoZ
162486.91448,3,0.965,-0.980,9.441,4,-0.266,-0.095,0.213,5,-6.713,-32.606,4.931
162486.93393,3,0.869,-0.834,10.526,5,-6.863,-32.456,4.819
162486.95337,3,0.673,-0.577,10.636,4,-0.126,-0.002,0.022,5,-7.088,-32.550,4.931
162486.97282,3,0.476,-0.197,9.689,4,0.116,-0.063,-0.038,5,-7.106,-32.719,4.613
162486.99226,3,0.369,0.025,8.981,5,-6.806,-32.925,4.819
162487.01171,3,0.403,0.163,9.014,4,-0.058,-0.069,-0.004,5,-7.013,-33.131,5.138
162487.03115,3,0.480,0.226,9.560,5,-7.406,-33.281,5.138
162487.05060,3,0.509,0.136,10.105,4,-0.295,0.066,0.082,5,-7.538,-33.150,5.044
162487.07005,3,0.576,-0.047,10.184,5,-7.631,-33.469,5.213
162487.08949,3,0.448,-0.316,9.914,4,-0.041,0.124,0.063,5,-7.500,-33.394,5.419
162487.10894,3,0.246,-0.509,9.532,4,0.035,0.105,-0.024,5,-7.556,-33.244,5.438
162487.12838,3,0.001,-0.465,9.459,4,0.004,0.069,-0.088,5,-7.369,-33.206,5.550
